 -5.0000000e+000  1.4349332e+002
 -4.9000000e+000  1.4036374e+002
 -4.8000000e+000  1.3677591e+002
 -4.7000000e+000  1.3551809e+002
 -4.6000000e+000  1.3222916e+002
 -4.5000000e+000  1.2899054e+002
 -4.4000000e+000  1.2460065e+002
 -4.3000000e+000  1.1932562e+002
 -4.2000000e+000  1.1192140e+002
 -4.1000000e+000  1.0550482e+002
 -4.0000000e+000  9.8017515e+001
 -3.9000000e+000  9.0338008e+001
 -3.8000000e+000  8.3737267e+001
 -3.7000000e+000  7.5737970e+001
 -3.6000000e+000  6.9212782e+001
 -3.5000000e+000  6.4608694e+001
 -3.4000000e+000  6.1423507e+001
 -3.3000000e+000  5.8746348e+001
 -3.2000000e+000  5.6888754e+001
 -3.1000000e+000  5.6082201e+001
 -3.0000000e+000  5.5455255e+001
 -2.9000000e+000  5.4599527e+001
 -2.8000000e+000  5.3128392e+001
 -2.7000000e+000  5.1820880e+001
 -2.6000000e+000  4.8935778e+001
 -2.5000000e+000  4.5079252e+001
 -2.4000000e+000  4.0064064e+001
 -2.3000000e+000  3.4919598e+001
 -2.2000000e+000  2.9493515e+001
 -2.1000000e+000  2.5365702e+001
 -2.0000000e+000  1.9158735e+001
 -1.9000000e+000  1.4743034e+001
 -1.8000000e+000  1.0948174e+001
 -1.7000000e+000  8.7873158e+000
 -1.6000000e+000  7.7637313e+000
 -1.5000000e+000  7.6854360e+000
 -1.4000000e+000  8.2164972e+000
 -1.3000000e+000  1.0932652e+001
 -1.2000000e+000  1.1672088e+001
 -1.1000000e+000  1.2485155e+001
 -1.0000000e+000  1.3733998e+001
 -9.0000000e-001  1.3492478e+001
 -8.0000000e-001  1.1699589e+001
 -7.0000000e-001  1.0085799e+001
 -6.0000000e-001  6.0120584e+000
 -5.0000000e-001  3.0873647e+000
 -4.0000000e-001 -1.7787148e-002
 -3.0000000e-001 -2.9816267e+000
 -2.0000000e-001 -6.2989193e+000
 -1.0000000e-001 -7.2672208e+000
  0.0000000e+000 -8.6993178e+000
  1.0000000e-001 -8.3343371e+000
  2.0000000e-001 -6.0859289e+000
  3.0000000e-001 -3.5472790e+000
  4.0000000e-001  1.0581190e-001
  5.0000000e-001  2.8997017e+000
  6.0000000e-001  6.8814649e+000
  7.0000000e-001  9.6939826e+000
  8.0000000e-001  1.2075474e+001
  9.0000000e-001  1.2865655e+001
  1.0000000e+000  1.3861407e+001
  1.1000000e+000  1.3111608e+001
  1.2000000e+000  1.1974893e+001
  1.3000000e+000  9.7388904e+000
  1.4000000e+000  8.7890090e+000
  1.5000000e+000  7.6728315e+000
  1.6000000e+000  8.7365735e+000
  1.7000000e+000  9.1496393e+000
  1.8000000e+000  1.1405094e+001
  1.9000000e+000  1.4111364e+001
  2.0000000e+000  1.8959619e+001
  2.1000000e+000  2.3942137e+001
  2.2000000e+000  2.9030866e+001
  2.3000000e+000  3.5880661e+001
  2.4000000e+000  4.0288313e+001
  2.5000000e+000  4.4192845e+001
  2.6000000e+000  4.8777673e+001
  2.7000000e+000  5.1863988e+001
  2.8000000e+000  5.3702282e+001
  2.9000000e+000  5.3979278e+001
  3.0000000e+000  5.5447534e+001
  3.1000000e+000  5.6498890e+001
  3.2000000e+000  5.6485920e+001
  3.3000000e+000  5.8335593e+001
  3.4000000e+000  6.1042521e+001
  3.5000000e+000  6.3417368e+001
  3.6000000e+000  7.0769913e+001
  3.7000000e+000  7.5754492e+001
  3.8000000e+000  8.2586839e+001
  3.9000000e+000  9.0222104e+001
  4.0000000e+000  9.8293444e+001
  4.1000000e+000  1.0520175e+002
  4.2000000e+000  1.1224029e+002
  4.3000000e+000  1.1887422e+002
  4.4000000e+000  1.2450544e+002
  4.5000000e+000  1.2791366e+002
  4.6000000e+000  1.3267013e+002
  4.7000000e+000  1.3483904e+002
  4.8000000e+000  1.3723711e+002
  4.9000000e+000  1.4004148e+002
  5.0000000e+000  1.4445123e+002
